1900,806242391,38.79353,-77.02369,0,0
6677,336680612,38.79346,-77.01989,0,0
6678,864843056,38.79378,-77.01842,0,0
7207,864847317,38.79323,-77.01902,0,0
7362,25473383,38.79316,-77.01848,0,0
7363,25473366,38.79304,-77.02302,0,0
13731,849153047,38.79346,-77.02338,0,0
18131,987308664,38.79291,-77.03873,0,0
18132,190259222,38.79291,-77.03902,0,0
18133,987308663,38.79294,-77.03619,0,0
18134,25460086,38.79292,-77.03736,0,0
18612,848989297,38.79299,-77.02359,0,0
20593,849048253,38.79512,-77.01511,0,0
20603,849048248,38.79257,-77.03897,0,0
20604,849048249,38.7926,-77.03774,0,0
21199,810364818,38.809,-77.02234,0,0
21200,844896965,38.81159,-77.02152,0,0
21203,25473528,38.80748,-77.02259,0,0
21204,844896964,38.81165,-77.02174,0,0
22798,849047391,38.79278,-77.039,0,0
22799,849047383,38.7928,-77.0375,0,0
23134,25473442,38.79763,-77.01736,0,0
24144,273125616,38.80364,-77.02201,0,0
25282,273125249,38.79472,-77.01821,0,0
27407,25473516,38.8036,-77.02226,0,0
32274,25473423,38.79383,-77.01822,0,0
35119,849065118,38.7932,-77.0233,0,0
36885,25473542,38.79897,-77.0192,0,0
37003,25473368,38.79399,-77.02139,0,0
39380,25473540,38.80113,-77.02117,0,0
40230,273125621,38.80094,-77.02072,0,0
46893,810391979,38.80671,-77.02259,0,0
46894,25473515,38.80577,-77.02259,0,0
48438,849065121,38.79469,-77.0155,0,0
48439,25473431,38.79442,-77.01629,0,0
48440,849065120,38.79456,-77.0164,1,1
48442,834507873,38.79419,-77.01612,1,1
48444,848385361,38.79285,-77.01591,0,0
50638,19461979,38.79717,-77.01773,1,1
52864,25473519,38.80467,-77.02226,0,0
53794,25473541,38.80099,-77.02109,0,0
54239,317384155,38.80705,-77.02239,0,0
55399,25473511,38.80453,-77.02248,0,0
57702,25473530,38.80747,-77.0224,0,0
57948,968896505,38.80311,-77.02184,0,0
57950,851498499,38.80193,-77.02136,0,0
58607,848134806,38.79295,-77.01723,0,0
58608,848134805,38.7961,-77.01896,0,0
58609,848134807,38.79289,-77.01686,0,0
68586,25473440,38.79701,-77.01804,0,0
69182,25473539,38.80122,-77.0209,0,0
73031,287630116,38.79813,-77.01896,0,0
74354,834507870,38.79509,-77.01681,0,0
74355,19461980,38.795,-77.01712,0,0
80486,336680613,38.79255,-77.03219,0,0
80870,273125859,38.79242,-77.03895,0,0
82536,25460085,38.79244,-77.03793,0,0
84827,851498513,38.79288,-77.0246,0,0
84830,849047389,38.79318,-77.02549,0,0
84831,851498510,38.79328,-77.02458,0,0
84832,849048250,38.79295,-77.02534,0,0
84833,851498511,38.79304,-77.02456,0,0
84834,838206994,38.79329,-77.02556,0,0
84835,851498512,38.79341,-77.0246,0,0
84836,838206995,38.79282,-77.02526,0,0
84894,25473501,38.80119,-77.0212,0,0
84895,851498498,38.80186,-77.02157,0,0
84896,25473544,38.80129,-77.02095,0,0
86340,976932034,38.78911,-77.06514,1,1
86341,1053734813,38.78918,-77.06497,1,1
86342,1053734811,38.78906,-77.06484,1,1
