905,984134282,39.28637,-77.31747,1,1
906,984134283,39.28631,-77.31754,1,1
907,100349150,39.28541,-77.31962,1,1
910,984134276,39.28657,-77.32768,1,1
911,984134277,39.28584,-77.32557,1,1
912,984134275,39.28795,-77.32967,1,1
913,984134279,39.28533,-77.32248,1,1
914,984134280,39.28575,-77.32527,1,1
915,984134278,39.28539,-77.32045,1,1
917,100349163,39.28682,-77.31368,1,1
918,984134274,39.28706,-77.31478,1,1
919,984134271,39.30436,-77.33225,1,1
920,984134270,39.30664,-77.33148,1,1
922,100349300,39.30345,-77.3328,1,1
928,100349135,39.29641,-77.3337,1,1
929,984134286,39.29822,-77.33306,1,1
1085,25655224,39.27638,-77.33558,1,1
1086,979945838,39.27662,-77.33503,1,1
1087,848135729,39.27064,-77.33964,1,1
1088,979945840,39.27243,-77.33892,1,1
1089,979945839,39.27145,-77.33931,1,1
4220,851881255,39.26616,-77.31251,0,0
4222,851881250,39.26599,-77.3132,0,0
4690,25655365,39.27866,-77.32237,1,1
5128,25655352,39.27718,-77.32317,0,0
5129,1056603164,39.27797,-77.32374,0,0
5130,25655294,39.27834,-77.32401,0,0
5131,1056603163,39.27889,-77.32431,0,0
9116,939145338,39.26609,-77.30546,1,1
9117,939145337,39.2639,-77.30434,1,1
9120,939145336,39.27726,-77.31382,1,1
9121,939145333,39.27096,-77.30766,1,1
9122,939145334,39.27247,-77.3083,1,1
9123,848136085,39.27487,-77.31071,1,1
9124,939145335,39.27679,-77.31321,1,1
9125,25655862,39.27036,-77.30743,1,1
11382,25655285,39.27713,-77.32473,1,1
11387,25655269,39.27739,-77.32659,1,1
11388,848135762,39.27722,-77.33196,1,1
18145,968831221,39.27943,-77.32391,1,1
18146,939656186,39.27928,-77.32307,1,1
18147,968831220,39.27627,-77.32262,1,1
18148,25655351,39.27549,-77.32145,0,0
18542,984147309,39.27279,-77.35917,1,1
18543,25654452,39.26968,-77.35442,1,1
18544,984147310,39.26997,-77.35479,1,1
18545,984147313,39.28767,-77.33885,1,1
18546,984147312,39.28825,-77.33681,1,1
18547,801523293,39.28762,-77.33958,1,1
18548,984147315,39.29061,-77.33601,1,1
18549,984147314,39.28838,-77.33662,1,1
18550,984147311,39.28984,-77.33593,1,1
18551,984147301,39.28027,-77.35806,1,1
18552,26958364,39.27965,-77.34663,1,1
18553,984147303,39.27364,-77.35842,1,1
18554,25654447,39.2733,-77.35894,1,1
18555,25654475,39.28023,-77.35815,1,1
18556,984147300,39.27959,-77.35768,1,1
18562,984147306,39.30782,-77.36162,1,1
18697,25654464,39.28344,-77.35944,1,1
18699,984147294,39.28944,-77.35961,1,1
18700,984147297,39.28432,-77.35217,1,1
18702,984147296,39.28414,-77.35494,1,1
18705,984147288,39.29378,-77.36202,1,1
18706,984147287,39.2933,-77.36157,1,1
18711,984147286,39.28763,-77.35982,1,1
18715,100348933,39.28434,-77.35137,1,1
18716,984147298,39.28454,-77.35072,1,1
18718,984147299,39.27717,-77.33419,1,1
18720,25655226,39.27709,-77.33398,1,1
18731,100348937,39.28579,-77.34738,1,1
18732,984147284,39.28592,-77.34718,1,1
18733,984147283,39.2869,-77.34473,1,1
18734,984147285,39.28715,-77.34248,1,1
18736,100349035,39.29229,-77.33611,1,1
18737,984147281,39.29307,-77.33568,1,1
20955,1008415277,39.26708,-77.34139,1,1
20956,336663643,39.26412,-77.34365,1,1
22616,25655353,39.2778,-77.32341,1,1
22617,890530278,39.27763,-77.32391,1,1
