3599,100371815,39.62268,-77.4076,1,1
3601,1009391540,39.61262,-77.4096,1,1
3602,100371693,39.61249,-77.40933,1,1
8218,983816346,39.62141,-77.41242,1,1
8219,100371731,39.62108,-77.41304,1,1
9192,983819258,39.61002,-77.41953,1,1
9193,25673753,39.60893,-77.4199,1,1
23024,25673956,39.59905,-77.39349,1,1
23259,100371681,39.61204,-77.40859,1,1
23545,19454780,39.62165,-77.41727,0,0
23674,100371816,39.62263,-77.40748,1,1
23683,100371970,39.6214,-77.40448,1,1
24554,25673937,39.58018,-77.36592,1,1
26745,100371516,39.62222,-77.41747,0,0
26907,25673941,39.58064,-77.36608,1,1
28774,25673822,39.62158,-77.41764,0,0
29783,100371969,39.62165,-77.40503,1,1
31213,100371834,39.60738,-77.40321,1,1
31357,100372026,39.618,-77.3987,1,1
33809,25673946,39.58228,-77.36446,1,1
35052,100372333,39.6152,-77.39462,1,1
35975,100371964,39.61511,-77.39644,1,1
37412,25673895,39.61437,-77.39578,1,1
37661,100372367,39.61452,-77.38727,1,1
37864,100371802,39.62217,-77.40627,1,1
38418,100371644,39.58779,-77.401,1,1
38965,25673974,39.61494,-77.39187,1,1
40165,25673942,39.58073,-77.36572,1,1
40280,100371833,39.60792,-77.40385,1,1
40285,100371817,39.62243,-77.40688,1,1
41529,322683305,39.61802,-77.4178,0,0
42585,100371727,39.62075,-77.41339,1,1
43243,100372458,39.61661,-77.37546,1,1
43292,25673811,39.61733,-77.41817,0,0
50554,273130034,39.61732,-77.41785,0,0
50974,100371662,39.60336,-77.39862,1,1
51113,25673765,39.61447,-77.41961,1,1
51652,100371714,39.6188,-77.41513,1,1
51668,100371423,39.61198,-77.41927,1,1
51706,336680812,39.57919,-77.36564,1,1
53958,215046380,39.6114,-77.39275,1,1
54532,100371979,39.61972,-77.40106,1,1
54675,100371724,39.62031,-77.41384,1,1
55589,25673972,39.61026,-77.39168,1,1
55728,336680807,39.58192,-77.36743,1,1
56552,336680806,39.58278,-77.36887,1,1
56670,100371735,39.62143,-77.41238,1,1
56777,100371971,39.62111,-77.40384,1,1
62565,336674449,39.61489,-77.38051,1,1
62566,983772219,39.61555,-77.37924,1,1
62567,983772221,39.61652,-77.37595,1,1
62568,983772220,39.61635,-77.3768,1,1
63095,25673767,39.61412,-77.41888,1,1
63574,100371649,39.59175,-77.39811,1,1
63966,100372025,39.61869,-77.39969,1,1
64288,100372024,39.61834,-77.39921,1,1
64407,100371985,39.61926,-77.4004,1,1
64638,100371650,39.59405,-77.39652,1,1
65375,336666714,39.6149,-77.4193,1,1
65464,100371685,39.61022,-77.40649,1,1
66249,983768872,39.58493,-77.40296,1,1
66250,983768871,39.58285,-77.40401,1,1
66251,983768873,39.5874,-77.40131,1,1
66265,983768863,39.60722,-77.40302,1,1
66266,336680900,39.60584,-77.40143,1,1
66267,983768862,39.60699,-77.40275,1,1
66268,100372284,39.58464,-77.37203,1,1
67234,25673968,39.60821,-77.39125,1,1
68577,336666727,39.61426,-77.41919,1,1
68993,25673897,39.61556,-77.39672,1,1
72910,100371781,39.62273,-77.41167,1,1
73939,100371963,39.61567,-77.39683,1,1
75790,100372318,39.60925,-77.39133,1,1
76259,25673963,39.60731,-77.39134,1,1
78480,100371675,39.61666,-77.41369,1,1
78835,25673983,39.61456,-77.3817,1,1
79382,100371679,39.61555,-77.41288,1,1
80428,100372321,39.61291,-77.39435,1,1
80995,100371972,39.62096,-77.4035,1,1
81627,100371986,39.62019,-77.40192,1,1
82567,100371736,39.62167,-77.41193,1,1
83780,336680898,39.60525,-77.40074,1,1
84908,25673812,39.61778,-77.41759,0,0
84967,100371739,39.62188,-77.41155,1,1
85692,25673907,39.61754,-77.39817,1,1
157362,100372497,39.61704,-77.3723,1,1
